"","Vote 1","Vote 2","Vote 3","Vote 4","Vote 5","Vote 6","Vote 7","Vote 8","Vote 9","Vote 10","Vote 11","Vote 12","Vote 13","Vote 14","Vote 15","Vote 16","Vote 17","Vote 18","Vote 19","Vote 20","Vote 21","Vote 22","Vote 23","Vote 24","Vote 25","Vote 26","Vote 27","Vote 28","Vote 29","Vote 30","Vote 31","Vote 32","Vote 33","Vote 34","Vote 35","Vote 36","Vote 37","Vote 38","Vote 39","Vote 40","Vote 41","Vote 42","Vote 43","Vote 44","Vote 45","Vote 46","Vote 47","Vote 48","Vote 49","Vote 50","Vote 51","Vote 52","Vote 53","Vote 54","Vote 55","Vote 56","Vote 57","Vote 58","Vote 59","Vote 60","Vote 61","Vote 62","Vote 63","Vote 64","Vote 65","Vote 66","Vote 67","Vote 68","Vote 69","Vote 70","Vote 71","Vote 72","Vote 73","Vote 74","Vote 75","Vote 76","Vote 77","Vote 78","Vote 79","Vote 80","Vote 81","Vote 82","Vote 83","Vote 84","Vote 85","Vote 86","Vote 87","Vote 88","Vote 89","Vote 90","Vote 91","Vote 92","Vote 93","Vote 94","Vote 95","Vote 96","Vote 97","Vote 98","Vote 99","Vote 100","Vote 101","Vote 102","Vote 103"
"MC (D SC-1)",1,1,0,0,0,1,0,0,0,1,0,NA,0,0,0,0,0,0,NA,0,0,1,1,0,0,0,0,1,NA,NA,NA,0,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,NA,1,1,1,0,1,1,1,1,0,NA,0,0,1,0,1,1,0,1,1,NA,NA,NA,0,1,0,1,1,1,NA,0,1,1,1,0,1,1,0,1,1,0,NA,NA
"HARE (D SC-2)",1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,NA,NA,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,NA,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,NA,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,NA,NA
"DOMINICK (D SC-3)",1,1,0,0,0,1,0,0,0,1,0,1,0,NA,0,NA,0,0,1,NA,NA,NA,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,1,1,0,NA,0,0,0,NA,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
"MC (D SC-4)",NA,NA,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,NA,1,0,1,1,1,0,0,0,0,1,0,NA,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,NA,0,0,1,0,1,1,0,1,0,1,1,NA,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
"STEVENSON (D SC-5)",NA,1,NA,NA,NA,1,0,0,0,1,0,NA,0,NA,0,1,0,NA,1,NA,NA,NA,1,0,0,NA,0,NA,NA,NA,NA,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,NA,0,1,0,1,1,NA,NA,0,NA,0,0,NA,0,NA,1,NA,1,NA,1,1,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"GASQUE (D SC-6)",1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,NA,0,1,1,NA,NA,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,NA,NA,NA,1,1,0,1,NA,NA,NA,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,NA,NA,0,NA,0,1,1,0,1,0,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,NA,NA
"FULMER (D SC-7)",1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,NA,NA,NA,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,NA,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,NA,NA,0,1,0,0,1,0,1,1,NA,1,1,1,1,NA,0,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,1,1,0,0,0
"CHRISOPHERS (R SD-1)",1,1,1,1,0,0,0,1,1,1,0,1,0,NA,1,NA,1,NA,0,1,1,1,NA,0,0,0,1,0,1,0,NA,0,1,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,NA,1,0,1,1,1,1,1,0,1,NA,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,NA,0,0,1,0,1,1,1,1,NA,0,1,1,1,1,0,1,0,NA,NA
"JOHNSON (R SD-2)",1,1,1,1,1,0,1,1,1,0,1,NA,0,1,1,NA,1,NA,NA,0,NA,1,1,0,1,1,1,0,1,0,NA,0,1,0,1,1,1,0,1,0,NA,NA,NA,0,1,1,0,0,1,0,1,0,1,1,NA,NA,NA,1,1,0,1,1,1,NA,1,0,1,1,NA,1,1,1,1,1,1,NA,0,0,0,NA,0,0,NA,NA,0,NA,NA,0,1,NA,NA,1,NA,NA,1,0,NA,1,1,1,1,NA,NA
"WILLIAMSON (R SD-3)",1,1,1,1,1,NA,1,NA,NA,NA,NA,1,0,NA,1,0,1,0,0,1,1,1,0,0,1,1,1,0,1,0,NA,1,1,0,1,0,1,0,1,NA,1,NA,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,NA,1,1,1,1,0,1,NA,NA,NA,0,1,1,1,1,1,0,1,0,0,0,0,0,NA,NA,NA,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,NA,NA
"REECE (R TN-1)",1,1,1,1,1,0,1,1,1,0,1,0,1,NA,1,0,NA,NA,1,NA,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,1,1,NA,NA,0,1,1,1,1,0,NA,1,1,1,1,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,0,NA,0,1,0,0,NA,1,NA,0,1,0,1,1,1,0,0,0,NA,0,1,1,1,1,1,NA,NA
"TAYLOR (R TN-2)",1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,NA,NA,1,1,NA,0,1,1,NA,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,NA,1,0,NA,NA,0,1,1,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,NA,NA
"MC (D TN-3)",1,1,0,0,0,1,0,0,0,1,0,NA,0,NA,0,NA,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,1,1,1,1,NA,NA,0,0,NA,NA,0,NA,NA,1,1,NA,NA,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0
"HULL (D TN-4)",1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,NA,0,0,0,NA,NA,NA,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,0,NA,NA,NA,NA,1,NA,NA,0,0,NA,NA,0,NA,NA,1,1,NA,NA,0,1,0,0,1,0,1,1,NA,1,1,1,1,0,0,1,NA,1,1,1,1,0,1,1,0,1,1,1,NA,1,1,0,NA,NA
"DAVIS (D TN-5)",1,1,0,0,0,1,0,0,0,1,0,1,0,NA,0,NA,0,0,1,NA,1,1,1,0,0,0,0,NA,NA,NA,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"BYRNS (D TN-6)",1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,NA,1,0,0,0,0,0,NA,NA,0,0,0,0,1,1,1,1,0,1,NA,NA,NA,1,1,1,1,1,0,1,0,1,1,0,NA,1,0,NA,0,0,NA,NA,0,NA,NA,1,1,NA,NA,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,NA,1,1,NA,0,0
"ESLICK (D TN-7)",1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,1,0,1,1,1,NA,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0
"BROWNING (D TN-8)",1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,NA,NA,0,0,1,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,NA,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0
"COOPER (D TN-9)",1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0
"FISHER (D TN-10)",1,1,0,0,0,1,0,0,0,1,0,1,0,NA,1,NA,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,NA,0,0,1,0,1,1,0,1,1,1,1,0,NA,0,NA,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,NA,NA
"PATMAN (D TX-1)",1,1,0,0,0,1,0,0,0,0,1,1,0,NA,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,NA,0,1,NA,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,NA,0
"BOX (D TX-2)",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,NA,NA,NA,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,NA,0,1,0,0,1,0,0,NA,NA
"SANDERS (D TX-3)",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0
"RAYBURN (D TX-4)",1,1,0,0,0,1,0,0,0,1,0,1,0,NA,0,1,0,0,NA,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0,0,NA,NA,0,NA,0,1,1,NA,1,0,0,0,0,1,0,1,1,NA,1,1,1,NA,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0
"SUMNERS (D TX-5)",1,0,0,0,0,1,0,NA,NA,NA,NA,1,0,0,0,NA,0,0,NA,NA,1,NA,NA,NA,0,0,0,1,0,1,0,0,NA,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,NA,0,0,0,0,1,0,1,0,1,1,1,1,0,NA,0,0,NA,0,1,1,0,1,0,1,1,NA,NA,1,NA,1,1,1,1,0,0,1,1,0,1,0,0,1,0,NA,NA,NA
"JOHNSON (D TX-6)",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,1,NA,1,0,0,0,0,1,0,NA,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,0
"BRIGGS (D TX-7)",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,NA,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
"GARRETT (D TX-8)",1,1,0,0,0,1,0,0,0,1,1,1,0,NA,0,NA,0,NA,0,0,0,1,1,0,0,0,0,1,NA,NA,NA,0,1,1,1,1,1,1,1,NA,NA,NA,NA,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,NA,0,0,1,0,NA,1,NA,1,NA,1,1,NA,NA,1,0,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA
"MANSFIELD (D TX-9)",1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,1,NA,1,1,0,NA,0,0,0,1,0,1,0,0,NA,0,1,1,1,1,1,0,NA,NA,NA,0,NA,NA,0,0,1,1,0,1,0,NA,NA,1,NA,0,0,0,1,1,0,0,NA,1,NA,NA,NA,NA,NA,0,0,NA,0,NA,1,NA,1,NA,1,1,0,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BUCHANAN (D TX-10)",1,1,NA,0,0,1,0,0,0,0,1,1,0,1,0,NA,0,0,0,NA,1,1,0,1,0,0,0,1,0,1,NA,0,1,0,1,1,1,1,1,0,NA,NA,NA,0,1,1,0,0,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0,0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,NA,0,1,0,0,0
"CROSS (D TX-11)",1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,NA,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0
"LANHAM (D TX-12)",NA,NA,0,NA,NA,1,0,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,1,0,1,NA,0,1,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,0,0,0,NA,NA,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,NA,0,0,1,0,1,1,0,1,1,1,1,0,0,1,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"WILLIAMS (D TX-13)",1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,NA,NA,NA,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,0,NA,NA,NA,1,0,1,0,0,0,NA,0,1,NA,NA,NA,1,NA,NA,0,0,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,0,0,1,0,NA,1,NA,1,NA,1,1,NA,0,1,NA,1,1,1,1,NA,NA,1,1,0,1,0,NA,1,NA,NA,NA,NA
"MC (D TX-14)",1,1,1,0,0,1,1,0,0,0,1,NA,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"WURZBACH (R TX-14)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,NA,NA,NA,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,0,1,NA,1,1,NA,1,0,1,0,0,NA,0,0,NA,1,1,1,NA,1,0,1,0,1,NA,NA,NA,1,1,1,1,NA,1,0,0,0,0,0,0,0,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GARNER (D TX-15)",NA,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,NA,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1,0,NA,0,NA,0,1,1,0,0,0,1,0,1,1,NA,1,1,0,NA,0,0,1,1,0,1,0,1,NA,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,NA,1,NA,1,NA,1,1,0,1,1,1,1,1,0,1,0,1,0,NA,NA
"HUDSPETH (D TX-16)",NA,1,0,0,0,1,1,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,1,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LEE (D TX-17)",1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BLANTON (D TX-17)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,0,0,0,1,0,NA,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0
"JONES (D TX-18)",1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,NA,1,1,1,0,1,1,0,0,0
"COLTON (R UT-1)",1,1,1,1,1,0,1,1,1,0,1,NA,NA,NA,1,NA,1,0,NA,1,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,NA,NA,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,NA,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"LEATHERWOOD (R UT-2)",1,1,1,1,1,0,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LOOFBOUROW (R UT-2)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,1,1,0,0,0,1,0,0,NA,1,0,0,1,0,0,1,1,1,0,0,1,0,1,NA,1,1,1,NA,NA
"BRIGHAM (R VT-1)",1,1,1,1,1,0,1,1,1,1,0,1,NA,NA,1,0,1,NA,0,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,1,1,1,1,1,NA,NA,NA,1,1,NA,0,0,1,1,1,0,1,1,NA,1,0,1,1,1,1,NA,1,1,NA,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,NA,NA
"GIBSON (R VT-2)",1,1,1,1,1,0,1,0,0,1,0,1,NA,NA,1,NA,1,0,0,0,NA,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,NA,1,1,1,NA,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
"BLAND (D VA-1)",1,1,0,0,0,1,0,0,0,1,0,NA,0,1,1,NA,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,NA,1,0,1,0,0,NA,1,0,0,0,1,1,1,1,0,1,0,0,1,NA,NA,NA,0,1,1,1,1,NA,0,1,1,1,1,NA,1,1,0,1,1,1,1,1,0,1,1,1,0,0
"LANKFORD (R VA-2)",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,NA,0,1,1,1,1,0,1,1,NA,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,NA,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1
"MONTAGUE (D VA-3)",1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,NA,0,0,0,NA,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,1,1,0,NA,1,NA,1,0,0,1,0,0,0,0,1,1,1,1,0,NA,0,0,1,0,1,1,0,NA,0,1,1,0,0,0,0,1,NA,NA,NA,0,0,1,1,1,1,1,0,1,NA,0,NA,NA
"DREWRY (D VA-4)",1,1,0,0,0,1,0,0,0,1,0,NA,0,NA,0,1,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,1,NA,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,1,1,0,0,NA,NA,0,1,1,0,0,1,0,0,0,0,NA,NA,0,0,0,1,1,NA,NA,0,0,0,0,1,0,1,1,0,1,1,1,1,NA,0,1,NA,1,0,1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,NA
"WHITEHEAD (D VA-5)",1,1,0,0,0,1,0,0,0,1,0,NA,0,NA,1,NA,0,0,1,1,1,1,1,0,0,0,NA,NA,NA,NA,NA,0,1,0,1,NA,1,1,1,0,1,1,1,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,0,0,NA,NA,0,0,0,1,1,NA,NA,0,NA,0,0,NA,NA,NA,1,0,1,0,1,1,NA,0,1,0,1,1,1,1,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA
"WOODRUM (D VA-6)",1,1,0,0,0,1,0,0,0,1,0,1,1,NA,0,NA,0,0,0,NA,1,1,1,0,0,0,0,1,0,1,NA,0,1,0,1,1,1,1,1,NA,NA,NA,NA,0,NA,1,NA,NA,0,NA,0,1,1,1,NA,1,NA,NA,0,0,1,1,0,1,0,1,1,NA,1,0,NA,0,0,1,0,1,1,0,1,0,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,NA,NA
"GARBER (R VA-7)",1,1,1,1,1,0,1,1,1,0,1,0,1,1,NA,0,1,0,NA,1,1,1,0,1,1,1,1,0,1,1,NA,1,0,1,0,0,0,0,NA,1,1,1,1,NA,NA,NA,1,1,NA,0,1,1,NA,NA,NA,0,0,NA,1,1,1,1,1,1,1,0,1,1,1,1,NA,0,0,1,1,1,0,0,NA,0,0,NA,0,0,0,0,1,NA,0,NA,NA,1,0,1,1,1,1,1,1,0,1,0,0
"MOORE (D VA-8)",1,1,0,NA,NA,1,0,0,0,1,0,1,1,1,1,NA,1,NA,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,1,NA,NA,NA,0,1,1,0,NA,1,1,0,1,1,1,NA,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,NA,0,0,1,0,1,1,NA,NA,1,1,1,0,NA,1,0,1,1,1,NA,0,0,1,1,1,1,0,1,1,1,1,NA,NA
"SHAFFER (R VA-9)",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,NA,1,0,0,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,NA,NA,NA,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"TUCKER (D VA-10)",1,0,0,0,0,1,0,0,0,1,0,1,0,NA,NA,NA,0,0,0,NA,1,1,1,0,0,0,0,NA,0,NA,0,0,0,0,1,1,1,1,0,1,NA,NA,NA,NA,NA,NA,0,0,NA,1,NA,NA,0,0,NA,1,0,1,0,0,1,0,0,NA,0,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,1,0,0,NA,NA,1,0,1,1,1,1,0,0,1,1,0,NA,0,0,1,NA,0,NA,NA
